name,so2_1h,no2_1h,co_8h,pm10_1h,o3_1h,pm10_24h,pm2_5_1h,actualized
Brno - Dětská nemocnice,,,,,,0.0,0.0,2022-09-18 23:35:33.000000
Brno-Úvoz (hot spot),,12.8,289.0,2.0,,4.5,1.0,2022-09-18 23:35:33.000000
Brno-Zvonařka,,5.0,,2.1,,5.7,1.8,2022-09-18 23:35:33.000000
Brno-Líšeň,,,,4.0,,4.4,2.0,2022-09-18 23:35:33.000000
Brno-Lány,5.1,5.0,200.0,2.7,39.1,4.1,2.2,2022-09-18 23:35:33.000000
Brno-Zvonařka,,3.1,,1.7,,5.5,1.4,2022-09-19 00:35:33.000000
Brno-Líšeň,,,,4.0,,4.4,1.0,2022-09-19 00:35:33.000000
Brno-Úvoz (hot spot),,8.4,283.0,2.0,,4.3,1.0,2022-09-19 00:35:33.000000
Brno-Lány,4.0,7.7,216.0,2.0,38.5,3.9,1.6,2022-09-19 00:35:33.000000
Brno - Dětská nemocnice,,,,,,0.0,0.0,2022-09-19 00:35:33.000000
Brno-Arboretum,,2.9,,2.1,43.9,3.3,1.1,2022-09-19 00:35:33.000000
Brno-Svatoplukova,,5.7,146.0,2.0,,4.7,1.7,2022-09-19 00:35:33.000000
Brno-Masná,,,,2.0,,4.2,1.0,2022-09-19 00:35:33.000000
Brno-Tuřany,6.1,4.4,,3.0,44.3,7.0,3.0,2022-09-19 00:35:33.000000
Brno-Výstaviště,,,,,,4.6,0.0,2022-09-19 00:35:33.000000
Brno - Dětská nemocnice,,,,,,0.0,0.0,2022-09-19 01:35:34.000000
Brno-Arboretum,,2.5,,1.8,51.1,3.2,0.7,2022-09-19 01:35:34.000000
Brno-Zvonařka,,1.9,,1.0,,5.3,0.8,2022-09-19 01:35:34.000000
Brno-Lány,4.5,5.4,233.0,1.1,42.9,3.7,0.9,2022-09-19 01:35:34.000000
Brno-Výstaviště,,,,,,4.5,0.0,2022-09-19 01:35:34.000000
Brno-Svatoplukova,,4.8,146.0,1.1,,4.5,1.0,2022-09-19 01:35:34.000000
Brno-Úvoz (hot spot),,5.9,271.0,1.0,,4.2,1.0,2022-09-19 01:35:34.000000
Brno-Masná,,,,1.0,,4.0,1.0,2022-09-19 01:35:34.000000
Brno-Líšeň,,,,4.0,,4.5,1.0,2022-09-19 01:35:34.000000
Brno-Tuřany,5.9,5.4,,2.0,46.7,6.8,3.0,2022-09-19 01:35:34.000000
Brno-Arboretum,,2.5,,1.3,51.9,3.0,0.6,2022-09-19 02:35:33.000000
Brno-Výstaviště,,,,,,4.5,0.0,2022-09-19 02:35:33.000000
Brno-Svatoplukova,,8.2,146.0,1.4,,4.3,1.1,2022-09-19 02:35:33.000000
Brno - Dětská nemocnice,,,,,,0.0,0.0,2022-09-19 02:35:33.000000
Brno-Tuřany,5.6,5.2,,1.0,,6.5,3.0,2022-09-19 02:35:33.000000
Brno-Masná,,,,1.0,,3.8,1.0,2022-09-19 02:35:33.000000
Brno-Lány,4.3,9.4,233.0,1.3,39.9,3.6,1.0,2022-09-19 02:35:33.000000
Brno-Zvonařka,,2.7,,0.9,,5.1,0.7,2022-09-19 02:35:33.000000
Brno-Úvoz (hot spot),,6.9,254.0,1.0,,4.0,1.0,2022-09-19 02:35:33.000000
Brno-Líšeň,,,,5.0,,4.5,1.0,2022-09-19 02:35:33.000000
Brno - Dětská nemocnice,,,,,,0.0,0.0,2022-09-19 03:35:33.000000
Brno-Svatoplukova,,5.2,160.0,1.2,,3.9,0.9,2022-09-19 03:35:33.000000
Brno-Výstaviště,,,,,,0.0,0.0,2022-09-19 03:35:33.000000
Brno-Masná,,,,1.0,,3.7,1.0,2022-09-19 03:35:33.000000
Brno-Lány,4.3,7.3,218.0,1.2,43.5,3.4,0.9,2022-09-19 03:35:33.000000
Brno-Zvonařka,,4.6,,1.0,,4.9,0.8,2022-09-19 03:35:33.000000
Brno-Arboretum,,2.9,,1.3,52.9,2.8,0.6,2022-09-19 03:35:33.000000
Brno-Úvoz (hot spot),,,238.0,1.0,,3.8,1.0,2022-09-19 03:35:33.000000
Brno-Líšeň,,,,5.0,,4.4,1.0,2022-09-19 03:35:33.000000
Brno-Tuřany,6.4,4.2,,1.0,48.9,6.3,3.0,2022-09-19 03:35:33.000000
Brno-Zvonařka,,7.3,,1.6,,4.5,1.1,2022-09-19 05:35:33.000000
Brno-Líšeň,,,,3.0,,4.3,1.0,2022-09-19 05:35:33.000000
Brno-Arboretum,,8.8,,2.1,50.3,2.6,0.9,2022-09-19 05:35:33.000000
Brno-Výstaviště,,,,,,0.0,0.0,2022-09-19 05:35:33.000000
Brno-Úvoz (hot spot),,11.1,209.0,1.0,,3.5,1.0,2022-09-19 05:35:33.000000
Brno-Tuřany,5.9,5.7,,1.0,51.5,5.6,1.0,2022-09-19 05:35:33.000000
Brno-Lány,3.7,15.7,233.0,1.4,44.1,3.1,1.1,2022-09-19 05:35:33.000000
Brno - Dětská nemocnice,,,,,,0.0,0.0,2022-09-19 05:35:33.000000
Brno-Svatoplukova,,17.6,160.0,2.1,,3.2,1.7,2022-09-19 05:35:33.000000
Brno-Masná,,,,2.0,,3.3,1.0,2022-09-19 05:35:33.000000
Brno-Masná,,,,3.0,,3.3,1.0,2022-09-19 06:35:33.000000
Brno-Lány,4.0,21.2,248.0,1.6,37.1,3.1,1.3,2022-09-19 06:35:33.000000
Brno-Arboretum,,11.3,,2.0,45.7,2.5,1.0,2022-09-19 06:35:33.000000
Brno-Svatoplukova,,,150.0,,,3.2,0.0,2022-09-19 06:35:33.000000
Brno-Úvoz (hot spot),,25.1,214.0,3.0,,3.4,1.0,2022-09-19 06:35:33.000000
Brno-Líšeň,,,,2.0,,4.2,1.0,2022-09-19 06:35:33.000000
Brno-Tuřany,5.6,9.2,,1.0,45.7,5.3,1.0,2022-09-19 06:35:33.000000
Brno - Dětská nemocnice,,,,,,0.0,0.0,2022-09-19 06:35:33.000000
Brno-Zvonařka,,8.8,,1.8,,4.5,1.3,2022-09-19 06:35:33.000000
Brno-Výstaviště,,,,,,0.0,0.0,2022-09-19 06:35:33.000000
Brno-Arboretum,,13.4,,2.3,44.3,2.5,1.1,2022-09-19 07:35:34.000000
Brno-Zvonařka,,16.8,,4.1,,3.9,2.0,2022-09-19 07:35:34.000000
Brno-Lány,3.7,23.9,248.0,2.3,32.1,3.0,1.7,2022-09-19 07:35:34.000000
Brno-Výstaviště,,,,,,0.0,0.0,2022-09-19 07:35:34.000000
Brno-Líšeň,,,,1.0,,3.9,1.0,2022-09-19 07:35:34.000000
Brno-Masná,,,,6.0,,3.4,2.0,2022-09-19 07:35:34.000000
Brno-Úvoz (hot spot),,,213.0,4.0,,3.5,1.0,2022-09-19 07:35:34.000000
Brno - Dětská nemocnice,,,,,,0.0,0.0,2022-09-19 07:35:34.000000
Brno-Tuřany,5.9,18.2,,1.0,38.3,5.0,2.0,2022-09-19 07:35:34.000000
Brno-Svatoplukova,,50.5,183.0,5.8,,3.3,4.0,2022-09-19 07:35:34.000000
Brno-Lány,3.2,11.9,262.0,2.3,41.9,3.1,1.8,2022-09-19 08:35:33.000000
Brno-Zvonařka,,17.4,,6.3,,4.0,2.1,2022-09-19 08:35:33.000000
Brno - Dětská nemocnice,,,,,,0.0,0.0,2022-09-19 08:35:33.000000
Brno-Líšeň,,,,2.0,,3.7,1.0,2022-09-19 08:35:33.000000
Brno-Úvoz (hot spot),,,,6.0,,3.6,2.0,2022-09-19 08:35:33.000000
Brno-Výstaviště,,,,,,0.0,0.0,2022-09-19 08:35:33.000000
Brno-Arboretum,,12.6,,4.0,43.7,2.6,1.6,2022-09-19 08:35:33.000000
Brno-Masná,,,,7.0,,3.6,2.0,2022-09-19 08:35:33.000000
Brno-Tuřany,5.6,10.1,,4.0,44.9,4.8,1.0,2022-09-19 08:35:33.000000
Brno-Svatoplukova,,35.2,200.0,5.0,,3.5,3.4,2022-09-19 08:35:33.000000
Brno-Lány,3.7,7.7,277.0,2.7,46.7,3.0,1.7,2022-09-19 09:35:33.000000
Brno-Arboretum,,,,,,2.6,0.0,2022-09-19 09:35:33.000000
Brno-Svatoplukova,,,233.0,,,3.6,0.0,2022-09-19 09:35:33.000000
Brno-Líšeň,,,,6.0,,3.5,3.0,2022-09-19 09:35:33.000000
Brno-Výstaviště,,,,,,0.0,0.0,2022-09-19 09:35:33.000000
Brno-Masná,,,,5.0,,3.7,1.0,2022-09-19 09:35:33.000000
Brno-Tuřany,5.9,5.4,,7.0,48.9,4.8,5.0,2022-09-19 09:35:33.000000
Brno-Úvoz (hot spot),,24.9,,4.0,,3.8,1.0,2022-09-19 09:35:33.000000
Brno - Dětská nemocnice,,8.0,,5.0,44.7,0.0,3.0,2022-09-19 09:35:33.000000
Brno-Zvonařka,,7.3,,6.8,,4.2,1.9,2022-09-19 09:35:33.000000
Brno-Lány,3.7,5.5,262.0,2.7,51.7,2.8,1.8,2022-09-19 10:35:35.000000
Brno-Arboretum,,6.3,,4.3,54.1,2.5,1.8,2022-09-19 10:35:35.000000
Brno-Masná,,,,6.0,,3.7,2.0,2022-09-19 10:35:35.000000
Brno - Dětská nemocnice,,6.3,,4.0,51.7,0.0,3.0,2022-09-19 10:35:35.000000
Brno-Tuřany,5.9,8.6,,6.0,49.7,4.6,9.0,2022-09-19 10:35:35.000000
Brno-Zvonařka,,7.3,,11.7,,4.3,2.8,2022-09-19 10:35:35.000000
Brno-Líšeň,,,,15.0,,4.0,6.0,2022-09-19 10:35:35.000000
Brno-Výstaviště,,,,,,0.0,0.0,2022-09-19 10:35:35.000000
Brno-Svatoplukova,,13.8,233.0,9.1,,3.8,3.1,2022-09-19 10:35:35.000000
Brno-Úvoz (hot spot),,19.9,277.0,4.0,,3.7,1.0,2022-09-19 10:35:35.000000
Brno-Svatoplukova,,13.8,233.0,9.1,,3.8,3.1,2022-09-19 11:35:35.000000
Brno-Arboretum,,6.3,,4.3,54.1,2.5,1.8,2022-09-19 11:35:35.000000
Brno-Lány,3.7,5.5,262.0,2.7,51.7,2.8,1.8,2022-09-19 11:35:35.000000
Brno-Zvonařka,,7.3,,11.7,,4.3,2.8,2022-09-19 11:35:35.000000
Brno - Dětská nemocnice,,6.3,,4.0,51.7,0.0,3.0,2022-09-19 11:35:35.000000
Brno-Výstaviště,,,,,,0.0,0.0,2022-09-19 11:35:35.000000
Brno-Líšeň,,,,15.0,,4.0,6.0,2022-09-19 11:35:35.000000
Brno-Tuřany,5.9,8.6,,6.0,49.7,4.6,9.0,2022-09-19 11:35:35.000000
Brno-Masná,,,,6.0,,3.7,2.0,2022-09-19 11:35:35.000000
Brno-Úvoz (hot spot),,19.9,277.0,4.0,,3.7,1.0,2022-09-19 11:35:35.000000
Brno-Svatoplukova,,40.0,539.0,39.8,,28.4,21.7,2022-10-11 10:29:53.000000
Brno-Arboretum,,19.1,,27.6,29.3,21.0,15.3,2022-10-11 10:29:53.000000
Brno-Výstaviště,,21.6,,35.7,,22.9,17.4,2022-10-11 10:29:53.000000
Brno-Masná,,,,34.0,,24.7,16.0,2022-10-11 10:29:53.000000
Brno-Tuřany,6.7,18.7,,58.0,28.3,17.4,25.0,2022-10-11 10:29:55.000000
Brno - Dětská nemocnice,,21.8,,45.0,18.8,23.3,14.0,2022-10-11 10:29:55.000000
Brno-Líšeň,,,,36.0,,18.9,10.0,2022-10-11 10:29:55.000000
Brno-Lány,6.9,11.7,466.0,29.5,30.9,26.8,18.3,2022-10-11 10:29:55.000000
Brno-Úvoz (hot spot),,31.2,404.0,28.0,,24.9,15.0,2022-10-11 10:29:55.000000
Brno-Zvonařka,,34.0,,84.6,,45.7,23.3,2022-10-11 10:29:55.000000
Brno-Výstaviště,,24.1,,31.1,,23.6,16.3,2022-10-11 11:29:37.000000
Brno-Masná,,,,26.0,,25.0,15.0,2022-10-11 11:29:37.000000
Brno - Dětská nemocnice,,27.9,,34.0,27.5,24.3,17.0,2022-10-11 11:29:37.000000
Brno-Líšeň,,,,39.0,,19.8,14.0,2022-10-11 11:29:37.000000
Brno-Svatoplukova,,33.1,553.0,43.2,,29.5,19.7,2022-10-11 11:29:37.000000
Brno-Tuřany,6.4,12.1,,46.0,37.9,18.9,30.0,2022-10-11 11:29:37.000000
Brno-Arboretum,,14.0,,47.0,47.3,22.3,16.2,2022-10-11 11:29:37.000000
Brno-Zvonařka,,23.7,,72.1,,46.2,20.4,2022-10-11 11:29:37.000000
Brno-Úvoz (hot spot),,25.6,413.0,27.0,,25.0,15.0,2022-10-11 11:29:37.000000
Brno-Lány,8.8,11.1,437.0,28.0,39.9,27.1,16.1,2022-10-11 11:29:37.000000
Brno-Líšeň,,,,36.0,,21.4,14.0,2022-10-11 13:29:38.000000
Brno-Lány,8.8,15.9,393.0,35.0,45.1,27.8,19.1,2022-10-11 13:29:38.000000
Brno-Výstaviště,,23.3,,31.4,,24.7,16.6,2022-10-11 13:29:38.000000
Brno-Úvoz (hot spot),,49.2,438.0,35.0,,25.5,17.0,2022-10-11 13:29:38.000000
Brno-Arboretum,,21.4,,33.6,39.9,23.8,15.5,2022-10-11 13:29:38.000000
Brno-Tuřany,5.9,6.9,,24.0,60.2,20.5,21.0,2022-10-11 13:29:38.000000
Brno-Svatoplukova,,34.6,553.0,37.3,,31.1,18.0,2022-10-11 13:29:38.000000
Brno - Dětská nemocnice,,21.0,,14.0,39.3,25.0,8.0,2022-10-11 13:29:38.000000
Brno-Masná,,,,32.0,,26.0,16.0,2022-10-11 13:29:38.000000
Brno-Zvonařka,,40.4,,56.1,,45.9,21.9,2022-10-11 13:29:38.000000
Brno - Dětská nemocnice,,17.4,,11.0,50.5,24.7,5.0,2022-10-11 14:29:38.000000
Brno-Výstaviště,,16.3,,36.2,,25.3,18.8,2022-10-11 14:29:38.000000
Brno-Arboretum,,17.8,,28.4,51.1,24.2,15.0,2022-10-11 14:29:38.000000
Brno-Masná,,,,32.0,,26.3,16.0,2022-10-11 14:29:38.000000
Brno-Zvonařka,,50.9,,69.4,,46.4,24.1,2022-10-11 14:29:38.000000
Brno-Tuřany,5.3,6.3,,22.0,63.8,21.2,11.0,2022-10-11 14:29:38.000000
Brno-Líšeň,,,,26.0,,22.2,8.0,2022-10-11 14:29:38.000000
Brno-Svatoplukova,,30.2,524.0,38.9,,31.6,20.9,2022-10-11 14:29:38.000000
Brno-Lány,8.5,14.0,350.0,38.0,53.5,28.0,21.4,2022-10-11 14:29:38.000000
Brno-Úvoz (hot spot),,47.2,428.0,37.0,,26.0,18.0,2022-10-11 14:29:38.000000
Brno-Arboretum,,17.6,,29.2,55.5,24.6,15.2,2022-10-11 15:29:38.000000
Brno-Úvoz (hot spot),,48.0,403.0,34.0,,26.3,17.0,2022-10-11 15:29:38.000000
Brno-Zvonařka,,56.2,,54.3,,46.2,24.1,2022-10-11 15:29:38.000000
Brno-Líšeň,,,,25.0,,22.9,5.0,2022-10-11 15:29:38.000000
Brno-Tuřany,5.3,7.3,,19.0,62.2,21.7,6.0,2022-10-11 15:29:38.000000
Brno-Svatoplukova,,62.4,539.0,43.6,,32.5,19.4,2022-10-11 15:29:38.000000
Brno-Lány,7.7,20.1,306.0,41.2,48.3,28.3,21.3,2022-10-11 15:29:38.000000
Brno - Dětská nemocnice,,21.6,,13.0,49.7,24.5,10.0,2022-10-11 15:29:38.000000
Brno-Masná,,,,29.0,,26.7,15.0,2022-10-11 15:29:38.000000
Brno-Výstaviště,,27.9,,39.6,,26.0,18.7,2022-10-11 15:29:38.000000
Brno-Arboretum,,20.1,,29.2,52.1,25.1,15.2,2022-10-11 16:29:38.000000
Brno-Líšeň,,,,25.0,,23.3,10.0,2022-10-11 16:29:38.000000
Brno-Úvoz (hot spot),,49.7,409.0,31.0,,26.5,17.0,2022-10-11 16:29:38.000000
Brno-Masná,,,,31.0,,27.0,16.0,2022-10-11 16:29:38.000000
Brno-Lány,7.5,19.3,262.0,39.4,45.9,28.7,20.4,2022-10-11 16:29:38.000000
Brno-Výstaviště,,37.5,,33.5,,26.5,17.0,2022-10-11 16:29:38.000000
Brno-Zvonařka,,67.5,,50.3,,46.6,22.8,2022-10-11 16:29:38.000000
Brno - Dětská nemocnice,,25.1,,29.0,45.7,24.9,23.0,2022-10-11 16:29:38.000000
Brno-Tuřany,5.3,8.2,,18.0,57.5,21.9,11.0,2022-10-11 16:29:38.000000
Brno-Svatoplukova,,51.3,524.0,47.3,,33.5,20.3,2022-10-11 16:29:38.000000
Brno-Arboretum,,26.4,,29.2,45.1,25.5,15.5,2022-10-11 17:29:38.000000
Brno-Svatoplukova,,72.1,553.0,81.4,,35.8,24.8,2022-10-11 17:29:38.000000
Brno-Výstaviště,,51.8,,33.1,,27.0,15.7,2022-10-11 17:29:38.000000
Brno - Dětská nemocnice,,44.4,,28.0,28.1,25.3,13.0,2022-10-11 17:29:38.000000
Brno-Masná,,,,34.0,,27.5,17.0,2022-10-11 17:29:38.000000
Brno-Tuřany,4.8,9.4,,29.0,46.5,22.4,16.0,2022-10-11 17:29:38.000000
Brno-Zvonařka,,63.3,,84.0,,48.7,26.6,2022-10-11 17:29:38.000000
Brno-Úvoz (hot spot),,55.1,422.0,31.0,,26.4,16.0,2022-10-11 17:29:38.000000
Brno-Lány,6.9,30.2,248.0,37.9,31.5,29.1,20.7,2022-10-11 17:29:38.000000
Brno-Líšeň,,,,29.0,,23.5,18.0,2022-10-11 17:29:38.000000
Brno - Dětská nemocnice,,39.0,,33.0,29.1,25.9,17.0,2022-10-11 18:29:38.000000
Brno-Masná,,,,32.0,,27.8,17.0,2022-10-11 18:29:38.000000
Brno-Líšeň,,,,24.0,,23.8,21.0,2022-10-11 18:29:38.000000
Brno-Výstaviště,,46.9,,27.4,,27.2,14.1,2022-10-11 18:29:38.000000
Brno-Tuřany,5.6,12.4,,31.0,44.9,23.2,11.0,2022-10-11 18:29:38.000000
Brno-Zvonařka,,40.7,,44.6,,49.1,21.6,2022-10-11 18:29:38.000000
Brno-Lány,6.4,28.9,262.0,32.8,32.5,29.3,21.1,2022-10-11 18:29:38.000000
Brno-Svatoplukova,,58.0,568.0,53.8,,37.0,21.3,2022-10-11 18:29:38.000000
Brno-Arboretum,,19.7,,26.3,47.3,25.7,12.5,2022-10-11 18:29:38.000000
Brno-Úvoz (hot spot),,40.6,418.0,24.0,,26.1,13.0,2022-10-11 18:29:38.000000
Brno-Tuřany,4.0,9.0,,24.0,41.7,23.8,11.0,2022-10-11 19:29:38.000000
Brno-Výstaviště,,44.6,,25.5,,27.4,13.7,2022-10-11 19:29:38.000000
Brno-Zvonařka,,35.8,,32.5,,48.9,18.2,2022-10-11 19:29:38.000000
Brno - Dětská nemocnice,,34.6,,26.0,28.3,26.3,14.0,2022-10-11 19:29:38.000000
Brno-Svatoplukova,,53.4,597.0,38.7,,36.8,19.6,2022-10-11 19:29:38.000000
Brno-Líšeň,,,,37.0,,24.8,23.0,2022-10-11 19:29:38.000000
Brno-Arboretum,,15.9,,22.7,47.1,25.7,13.1,2022-10-11 19:29:38.000000
Brno-Masná,,,,26.0,,27.9,14.0,2022-10-11 19:29:38.000000
Brno-Úvoz (hot spot),,32.9,420.0,25.0,,26.2,15.0,2022-10-11 19:29:38.000000
Brno-Lány,5.3,19.7,277.0,26.5,39.9,29.3,18.0,2022-10-11 19:29:38.000000
Brno-Masná,,,,,,27.7,0.0,2022-10-11 20:29:38.000000
Brno-Zvonařka,,,,,,47.9,0.0,2022-10-11 20:29:38.000000
Brno-Líšeň,,,,,,25.7,0.0,2022-10-11 20:29:38.000000
Brno - Dětská nemocnice,,,,,0.0,25.6,0.0,2022-10-11 20:29:38.000000
Brno-Výstaviště,,,,,,27.8,0.0,2022-10-11 20:29:38.000000
Brno-Arboretum,,,,,0.0,25.8,0.0,2022-10-11 20:29:38.000000
Brno-Lány,,,283.0,,0.0,29.8,0.0,2022-10-11 20:29:38.000000
Brno-Tuřany,,,,,0.0,24.7,0.0,2022-10-11 20:29:38.000000
Brno-Úvoz (hot spot),,,412.0,,,26.2,0.0,2022-10-11 20:29:38.000000
Brno-Svatoplukova,,,632.0,,,34.3,0.0,2022-10-11 20:29:38.000000
Brno-Arboretum,,,,,0.0,25.8,0.0,2022-10-11 22:29:38.000000
Brno-Svatoplukova,,,616.0,,,34.3,0.0,2022-10-11 22:29:38.000000
Brno-Výstaviště,,,,,,27.9,0.0,2022-10-11 22:29:38.000000
Brno-Zvonařka,,,,,,47.3,0.0,2022-10-11 22:29:38.000000
Brno-Úvoz (hot spot),,,405.0,,,25.7,0.0,2022-10-11 22:29:38.000000
Brno-Lány,,,300.0,,0.0,28.8,0.0,2022-10-11 22:29:38.000000
Brno - Dětská nemocnice,,,,,0.0,25.4,0.0,2022-10-11 22:29:38.000000
Brno-Masná,,,,,,27.4,0.0,2022-10-11 22:29:38.000000
Brno-Tuřany,,,,,0.0,24.1,0.0,2022-10-11 22:29:38.000000
Brno-Líšeň,,,,,,25.7,0.0,2022-10-11 22:29:38.000000
Brno-Úvoz (hot spot),,27.5,398.0,24.0,,25.7,17.0,2022-10-11 23:29:44.000000
Brno-Lány,5.6,16.3,306.0,19.3,35.3,28.4,14.4,2022-10-11 23:29:44.000000
Brno-Tuřany,4.3,11.1,,11.0,30.3,23.5,8.0,2022-10-11 23:29:44.000000
Brno-Zvonařka,,27.5,,25.1,,46.3,16.4,2022-10-11 23:29:44.000000
Brno-Výstaviště,,21.8,,20.9,,27.6,13.2,2022-10-11 23:29:44.000000
Brno-Svatoplukova,,21.6,582.0,27.8,,34.1,19.6,2022-10-11 23:29:44.000000
Brno-Arboretum,,25.6,,18.9,15.4,25.5,13.0,2022-10-11 23:29:44.000000
Brno - Dětská nemocnice,,33.7,,25.0,8.8,25.4,9.0,2022-10-11 23:29:44.000000
Brno-Líšeň,,,,22.0,,25.6,6.0,2022-10-11 23:29:44.000000
Brno-Masná,,,,21.0,,27.1,14.0,2022-10-11 23:29:44.000000
Brno-Výstaviště,,,,,,27.5,0.0,2022-10-12 01:29:44.000000
Brno-Svatoplukova,,,483.0,,,34.5,0.0,2022-10-12 01:29:44.000000
Brno - Dětská nemocnice,,,,,0.0,24.8,0.0,2022-10-12 01:29:44.000000
Brno-Úvoz (hot spot),,,334.0,,,25.8,0.0,2022-10-12 01:29:44.000000
Brno-Arboretum,,,,,0.0,25.6,0.0,2022-10-12 01:29:44.000000
Brno-Lány,,,316.0,,0.0,27.6,0.0,2022-10-12 01:29:44.000000
Brno-Zvonařka,,,,,,46.6,0.0,2022-10-12 01:29:44.000000
Brno-Masná,,,,,,27.2,0.0,2022-10-12 01:29:44.000000
Brno-Líšeň,,,,,,25.1,0.0,2022-10-12 01:29:44.000000
Brno-Tuřany,,,,,0.0,22.9,0.0,2022-10-12 01:29:44.000000
Brno - Dětská nemocnice,,,,,0.0,25.3,0.0,2022-10-12 02:29:44.000000
Brno-Zvonařka,,,,,,46.5,0.0,2022-10-12 02:29:44.000000
Brno-Výstaviště,,,,,,27.3,0.0,2022-10-12 02:29:44.000000
Brno-Arboretum,,,,,0.0,25.5,0.0,2022-10-12 02:29:44.000000
Brno-Masná,,,,,,27.3,0.0,2022-10-12 02:29:44.000000
Brno-Líšeň,,,,,,25.1,0.0,2022-10-12 02:29:44.000000
Brno-Lány,,,316.0,,0.0,27.4,0.0,2022-10-12 02:29:44.000000
Brno-Svatoplukova,,,416.0,,,34.5,0.0,2022-10-12 02:29:44.000000
Brno-Úvoz (hot spot),,,317.0,,,25.6,0.0,2022-10-12 02:29:44.000000
Brno-Tuřany,,,,,0.0,22.8,0.0,2022-10-12 02:29:44.000000
Brno-Zvonařka,,,,,,46.2,0.0,2022-10-12 03:29:44.000000
Brno - Dětská nemocnice,,,,,0.0,24.5,0.0,2022-10-12 03:29:44.000000
Brno-Lány,,,333.0,,0.0,27.2,0.0,2022-10-12 03:29:44.000000
Brno-Arboretum,,,,,0.0,25.3,0.0,2022-10-12 03:29:44.000000
Brno-Výstaviště,,,,,,27.2,0.0,2022-10-12 03:29:44.000000
Brno-Líšeň,,,,,,24.9,0.0,2022-10-12 03:29:44.000000
Brno-Tuřany,,,,,0.0,22.3,0.0,2022-10-12 03:29:44.000000
Brno-Úvoz (hot spot),,,300.0,,,25.4,0.0,2022-10-12 03:29:44.000000
Brno-Masná,,,,,,27.3,0.0,2022-10-12 03:29:44.000000
Brno-Svatoplukova,,,383.0,,,34.3,0.0,2022-10-12 03:29:44.000000
Brno-Lány,4.8,12.6,335.0,16.1,28.7,26.8,11.9,2022-10-12 04:29:44.000000
Brno-Zvonařka,,17.0,,19.4,,45.1,11.2,2022-10-12 04:29:44.000000
Brno-Arboretum,,17.0,,11.0,22.9,24.7,7.0,2022-10-12 04:29:44.000000
Brno - Dětská nemocnice,,17.8,,11.0,19.8,23.9,9.0,2022-10-12 04:29:44.000000
Brno-Masná,,,,15.0,,26.8,8.0,2022-10-12 04:29:44.000000
Brno-Líšeň,,,,8.0,,24.2,4.0,2022-10-12 04:29:44.000000
Brno-Úvoz (hot spot),,17.2,290.0,15.0,,25.0,10.0,2022-10-12 04:29:44.000000
Brno-Výstaviště,,15.7,,20.9,,26.9,13.7,2022-10-12 04:29:44.000000
Brno-Tuřany,4.5,16.3,,13.0,16.6,22.0,5.0,2022-10-12 04:29:44.000000
Brno-Svatoplukova,,21.0,364.0,16.0,,33.6,10.9,2022-10-12 04:29:44.000000
Brno-Úvoz (hot spot),,23.1,281.0,16.0,,24.6,10.0,2022-10-12 05:29:45.000000
Brno - Dětská nemocnice,,,,12.0,16.0,23.4,7.0,2022-10-12 05:29:45.000000
Brno-Zvonařka,,27.0,,18.8,,44.7,9.8,2022-10-12 05:29:45.000000
Brno-Lány,4.8,12.2,335.0,15.1,33.7,26.5,10.9,2022-10-12 05:29:45.000000
Brno-Výstaviště,,25.6,,17.2,,26.7,11.1,2022-10-12 05:29:45.000000
Brno-Tuřany,4.5,21.2,,16.0,16.0,21.9,5.0,2022-10-12 05:29:45.000000
Brno-Svatoplukova,,38.8,350.0,21.4,,33.5,14.4,2022-10-12 05:29:45.000000
Brno-Arboretum,,23.9,,12.2,20.5,24.5,7.5,2022-10-12 05:29:45.000000
Brno-Masná,,,,13.0,,26.5,8.0,2022-10-12 05:29:45.000000
Brno-Líšeň,,,,8.0,,23.9,3.0,2022-10-12 05:29:45.000000
Brno-Líšeň,,,,,,23.3,0.0,2022-10-12 06:29:45.000000
Brno-Úvoz (hot spot),,,271.0,,,24.1,0.0,2022-10-12 06:29:45.000000
Brno-Výstaviště,,,,,,26.4,0.0,2022-10-12 06:29:45.000000
Brno-Arboretum,,,,,0.0,24.0,0.0,2022-10-12 06:29:45.000000
Brno-Zvonařka,,,,,,45.9,0.0,2022-10-12 06:29:45.000000
Brno-Lány,,,350.0,,0.0,26.3,0.0,2022-10-12 06:29:45.000000
Brno - Dětská nemocnice,,,,,0.0,23.7,0.0,2022-10-12 06:29:45.000000
Brno-Svatoplukova,,,383.0,,,34.0,0.0,2022-10-12 06:29:45.000000
Brno-Masná,,,,,,26.2,0.0,2022-10-12 06:29:45.000000
Brno-Tuřany,,,,,0.0,22.2,0.0,2022-10-12 06:29:45.000000
Brno-Arboretum,,45.1,,22.5,6.0,23.9,13.6,2022-10-12 07:29:45.000000
Brno - Dětská nemocnice,,46.9,,23.0,1.0,23.6,8.0,2022-10-12 07:29:45.000000
Brno-Masná,,,,22.0,,26.0,9.0,2022-10-12 07:29:45.000000
Brno-Výstaviště,,48.0,,27.5,,26.4,11.7,2022-10-12 07:29:45.000000
Brno-Zvonařka,,46.1,,67.9,,46.8,13.5,2022-10-12 07:29:45.000000
Brno-Úvoz (hot spot),,54.9,304.0,18.0,,23.8,10.0,2022-10-12 07:29:45.000000
